,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,POB_2018,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,CVEGEO,NOMGEO,mts_built_1975,mts_built_1980,mts_built_1985,mts_built_1990,mts_built_1995,mts_built_2000,mts_built_2005,mts_built_2010,mts_built_2015,mts_built_2020
293,29,Tlaxcala,029,Tepeyanco,,,M21.01,13187,16942.0,9006,11048,13328,29029,Tepeyanco,597727,628784,660860,702187,769872,867209,957453,1071185,1216049,1361941
294,29,Tlaxcala,044,Zacatelco,,,M21.01,43986,36650.0,31915,38654,45717,29044,Zacatelco,2219990,2360619,2513884,2690496,2768084,2860713,2954733,3067661,3183116,3206990
295,29,Tlaxcala,009,Cuaxomulco,,,M29.01,5907,3365.0,4255,5066,5928,29009,Cuaxomulco,19176,33366,69342,123037,144954,182515,235666,330141,455634,561984
296,29,Tlaxcala,041,Papalotla de Xicohténcatl,,,M21.01,30655,17222.0,22288,26997,33499,29041,Papalotla de Xicohténcatl,1116338,1329873,1612134,1972328,2138726,2375214,2530184,2731055,2954865,3125368
297,29,Tlaxcala,015,Ixtacuixtla de Mariano Matamoros,,,M21.01,39680,30663.0,30301,35162,38970,29015,Ixtacuixtla de Mariano Matamoros,1012416,1133569,1303038,1503624,1859531,2429634,2640640,2932198,3292452,3787775
298,29,Tlaxcala,028,Teolocholco,,,M21.01,25006,13693.0,17067,21671,25257,29028,Teolocholco,985216,1122914,1308738,1543227,1612772,1702260,1807066,1936674,2064675,2131252
299,29,Tlaxcala,010,Chiautempan,,,M29.01,73441,61144.0,57512,66149,73215,29010,Chiautempan,2277122,2544289,2862592,3258055,3503006,3855375,4103038,4430338,4778215,4934006
300,29,Tlaxcala,022,Acuamanala de Miguel Hidalgo,,,M21.01,6574,6989.0,4357,5711,6432,29022,Acuamanala de Miguel Hidalgo,263373,283002,313604,355703,379390,407337,454623,510224,567320,591826
301,29,Tlaxcala,035,Tocatlán,,,M29.01,6424,3729.0,4735,5589,6294,29035,Tocatlán,37899,50731,86170,140898,171965,214565,260927,320465,381332,432761
302,29,Tlaxcala,027,Tenancingo,,,M21.01,13220,9749.0,10142,11763,12974,29027,Tenancingo,520892,617204,735848,881798,917395,975307,1009988,1055762,1104831,1146072
303,29,Tlaxcala,019,Tepetitla de Lardizábal,,,M21.01,21912,11235.0,14313,18725,22274,29019,Tepetitla de Lardizábal,486068,558282,647125,766032,980676,1330120,1383896,1457248,1527479,1577355
304,29,Tlaxcala,036,Totolac,,,M29.01,23032,15200.0,16682,20625,22529,29036,Totolac,832666,903908,992191,1100525,1181918,1284039,1344555,1419507,1489854,1541143
305,29,Tlaxcala,042,Xicohtzinco,,,M21.01,14138,8563.0,10226,12255,14197,29042,Xicohtzinco,702954,786143,882646,995708,1034982,1080964,1115678,1155363,1202295,1239035
306,29,Tlaxcala,005,Apizaco,,,M29.01,85147,51744.0,67675,76492,80725,29005,Apizaco,1568073,1793554,2134848,2564143,2990635,3631794,3935493,4364018,4858787,5386162
307,29,Tlaxcala,018,Contla de Juan Cuamatzi,,,M29.01,39734,22380.0,28842,35084,38579,29018,Contla de Juan Cuamatzi,559231,806108,1144429,1605061,1745669,1925944,2114227,2350934,2594438,2720189
308,29,Tlaxcala,002,Apetatitlán de Antonio Carvajal,,,M29.01,15159,8990.0,11795,13361,16003,29002,Apetatitlán de Antonio Carvajal,320832,380464,466425,609682,663760,739417,853031,1008757,1185103,1321825
309,29,Tlaxcala,026,Santa Cruz Tlaxcala,,,M29.01,21110,10522.0,12824,17968,24116,29026,Santa Cruz Tlaxcala,217830,287435,406409,589347,636185,706774,872890,1138373,1476450,1865173
310,29,Tlaxcala,038,Tzompantepec,,,M29.01,17184,10406.0,9294,14611,18006,29038,Tzompantepec,95884,140198,236710,379645,478163,637943,782064,1012063,1345117,1940052
311,29,Tlaxcala,043,Yauhquemehcan,,,M29.01,39477,12783.0,21555,33081,42242,29043,Yauhquemehcan,278417,386164,594947,904739,1031354,1245818,1583743,2067786,2640269,3273878
312,29,Tlaxcala,001,Amaxac de Guerrero,,,M29.01,12025,6192.0,7679,9875,11403,29001,Amaxac de Guerrero,145826,194546,271079,360346,403195,455075,532415,637752,763569,888609
313,29,Tlaxcala,017,Mazatecochco de José María Morelos,,,M21.01,11340,6320.0,8357,9740,11592,29017,Mazatecochco de José María Morelos,171283,274701,420702,604571,617247,642087,681644,741835,805369,867324
314,29,Tlaxcala,025,San Pablo del Monte,,,M21.01,79152,40917.0,54387,69615,82688,29025,San Pablo del Monte,2411003,2613456,2842614,3107270,3334736,3625201,3830314,4117239,4456337,4660319
315,29,Tlaxcala,032,Tetlatlahuca,,,M21.01,14004,15801.0,10803,12410,13561,29032,Tetlatlahuca,471858,530637,614573,724341,803265,928953,976516,1042812,1132204,1239963
316,29,Tlaxcala,024,Panotla,,,M29.01,28652,17903.0,23391,25128,28357,29024,Panotla,830728,929986,1060114,1229065,1338717,1500877,1662300,1903091,2181831,2416264
317,29,Tlaxcala,031,Tetla de la Solidaridad,,,M29.01,33846,15429.0,21753,28760,35284,29031,Tetla de la Solidaridad,246478,341028,496414,705980,956861,1329082,1625707,2088163,2747922,3876248
318,29,Tlaxcala,033,Tlaxcala,,,M29.01,101522,50492.0,73230,89795,99896,29033,Tlaxcala,2224925,2610151,3153348,3834403,4269016,4880998,5319444,5879975,6510626,7008692
319,30,Veracruz de Ignacio de la Llave,059,Chinameca,,,M30.04,16593,13067.0,14105,15214,22638,30059,Chinameca,1318292,1339220,1360165,1384234,1525625,1754426,1881273,2054154,2261281,2484971
320,30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,,,M30.08,7974,4309.0,5342,7023,8343,30136,Rafael Lucio,240515,240581,240827,240982,272599,310038,350248,405179,466260,500403
321,30,Veracruz de Ignacio de la Llave,196,Yanga,,,M30.03,19044,16701.0,16389,17462,17902,30196,Yanga,223197,343010,520405,786295,888181,1022601,1129227,1276689,1436937,1602331
322,30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,,,M30.08,18686,6963.0,11484,16311,19664,30182,Tlalnelhuayocan,241908,246990,253474,259853,300134,353738,422215,530082,654638,786537
323,30,Veracruz de Ignacio de la Llave,081,Ixhuatlancillo,,,M30.05,25993,6553.0,11914,21150,27295,30081,Ixhuatlancillo,156343,175066,201554,228345,309450,426309,558431,783097,1109402,1295848
324,30,Veracruz de Ignacio de la Llave,138,Río Blanco,,,M30.05,42101,37686.0,39327,40634,41795,30138,Río Blanco,1018487,1134464,1274317,1445948,1516332,1600393,1673494,1784658,1926552,2046471
325,30,Veracruz de Ignacio de la Llave,199,Zaragoza,,,M30.04,11829,6725.0,8945,10720,11899,30199,Zaragoza,422940,433919,446481,458774,499759,559436,602480,664438,731718,802357
326,30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,,,M30.05,3003,1798.0,2214,2715,3134,30140,San Andrés Tenejapan,741,741,741,741,776,1269,13554,39450,78501,145803
327,30,Veracruz de Ignacio de la Llave,074,Huiloapan de Cuauhtémoc,,,M30.05,7268,4760.0,5733,6750,7293,30074,Huiloapan de Cuauhtémoc,102254,108338,118042,126450,148888,191721,283891,412632,557679,664211
328,30,Veracruz de Ignacio de la Llave,120,Oteapan,,,M30.04,17220,10688.0,12137,14965,10343,30120,Oteapan,450376,487784,529703,573714,627897,716453,740345,765874,791057,815248
329,30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,,,M30.07,24441,19345.0,20580,22585,23918,30100,Manlio Fabio Altamirano,449627,683360,1043790,1550082,1654886,1809776,1930160,2122220,2373662,2748304
330,30,Veracruz de Ignacio de la Llave,145,Soconusco,,,M30.01,16385,9712.0,11467,14395,16574,30145,Soconusco,664674,685982,710143,738872,830872,973165,1054258,1159265,1283927,1405243
331,30,Veracruz de Ignacio de la Llave,118,Orizaba,,,M30.05,126262,114216.0,118593,120995,123182,30118,Orizaba,3325089,3892536,4574100,5355489,5579027,5869955,6086179,6354124,6627252,6749866
332,30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,,,M30.05,37347,18758.0,28622,33941,38670,30101,Mariano Escobedo,243918,287411,343515,418055,520643,696931,842100,1109838,1491768,2182064
333,30,Veracruz de Ignacio de la Llave,116,Oluta,,,M30.01,16115,11552.0,13282,14784,17027,30116,Oluta,725814,749154,780295,810097,880585,985578,1016016,1064465,1135424,1348604
334,30,Veracruz de Ignacio de la Llave,087,Xalapa,,,M30.08,506203,288454.0,390590,457928,488531,30087,Xalapa,12828082,13003062,13202558,13439272,14440181,15947371,16824660,18169114,19653076,20198954
335,30,Veracruz de Ignacio de la Llave,175,Tihuatlán,,,M30.06,98010,77304.0,81088,89774,92726,30175,Tihuatlán,1262341,1726769,2577422,3801970,4338628,5169733,5739536,6564744,7560976,9026911
336,30,Veracruz de Ignacio de la Llave,036,Coacoatzintla,,,M30.08,10475,5407.0,7301,9416,11018,30036,Coacoatzintla,233065,249060,280480,313011,360967,418878,460658,528403,610285,695169
337,30,Veracruz de Ignacio de la Llave,048,Cosoleacaque,,,M30.04,131808,46726.0,97437,117725,130903,30048,Cosoleacaque,5276215,5395765,5536330,5697987,6256822,7053191,7441314,7990869,8690410,9252877
338,30,Veracruz de Ignacio de la Llave,108,Minatitlán,,,M30.04,167019,195523.0,153001,157840,144776,30108,Minatitlán,8295029,8586010,8924385,9298317,9787145,10511450,11166125,12114902,13503900,16053060
339,30,Veracruz de Ignacio de la Llave,124,Papantla,,,M30.06,166466,158003.0,170304,158599,159910,30124,Papantla,4550029,4922053,5503519,6212813,7280288,8946945,9967402,11490303,13413384,16265069
340,30,Veracruz de Ignacio de la Llave,014,Amatlán de los Reyes,,,M30.03,45984,33669.0,36823,42268,46955,30014,Amatlán de los Reyes,486835,690563,1035744,1512076,1752874,2133572,2446875,2953177,3550558,4038669
341,30,Veracruz de Ignacio de la Llave,038,Coatepec,,,M30.08,93440,61793.0,73536,86696,93911,30038,Coatepec,1268544,1482148,1794091,2205821,2393932,2635203,3044823,3671642,4456107,5146282
342,30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,,,M30.07,78102,29298.0,35171,59126,95202,30105,Medellín de Bravo,1672366,1701266,1741404,1796488,1956525,2205466,2748324,3810590,5098525,6217120
343,30,Veracruz de Ignacio de la Llave,123,Pánuco,,,M28.05,103500,87708.0,90657,97290,96185,30123,Pánuco,4894491,5027811,5196579,5387179,6064136,7211570,7582884,8137442,9078989,11454431
344,30,Veracruz de Ignacio de la Llave,033,Cazones de Herrera,,,M30.06,24383,24667.0,23839,23483,24421,30033,Cazones de Herrera,455497,537340,660486,810351,1050663,1447480,1608961,1841225,2137782,2494791
345,30,Veracruz de Ignacio de la Llave,089,Jáltipan,,,M30.04,42662,38678.0,37764,39673,38669,30089,Jáltipan,2590681,2616121,2648662,2690743,2826802,3030419,3134794,3302326,3529769,3924064
346,30,Veracruz de Ignacio de la Llave,011,Alvarado,,,M30.07,55324,49040.0,49499,51955,57035,30011,Alvarado,2268698,2273687,2279551,2285888,2457286,2745453,3249174,4074806,5098205,6160111
347,30,Veracruz de Ignacio de la Llave,040,Coatzintla,,,M30.06,53296,34221.0,39189,48351,55016,30040,Coatzintla,696377,845590,1089804,1431508,1690621,2143955,2433322,2902670,3501684,4026234
348,30,Veracruz de Ignacio de la Llave,030,Camerino Z. Mendoza,,,M30.05,44714,35084.0,39308,41778,41835,30030,Camerino Z. Mendoza,946399,1053174,1184624,1341251,1397498,1458637,1529260,1654889,1812281,2021089
349,30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,,,M30.02,28527,26723.0,27218,27094,29209,30206,Nanchital de Lázaro Cárdenas del Río,1334486,1342755,1356728,1370612,1425645,1505396,1649098,1891929,2199938,2351481
350,30,Veracruz de Ignacio de la Llave,093,Jilotepec,,,M30.08,16818,11540.0,13025,15313,16585,30093,Jilotepec,431396,442123,453653,467154,488631,516425,583017,698259,831870,921612
351,30,Veracruz de Ignacio de la Llave,082,Ixhuatlán del Sureste,,,M30.02,16201,11987.0,13294,14903,15831,30082,Ixhuatlán del Sureste,659430,674273,691884,712114,826300,1023932,1114202,1247779,1405934,1551526
352,30,Veracruz de Ignacio de la Llave,065,Emiliano Zapata,,,M30.08,71773,36370.0,44580,61718,85489,30065,Emiliano Zapata,978246,1134742,1434388,1835067,2205743,2845043,3563704,4778777,6362011,7895076
353,30,Veracruz de Ignacio de la Llave,115,Nogales,,,M30.05,37478,27524.0,30945,34688,37314,30115,Nogales,703590,796493,914312,1060203,1143194,1256155,1401738,1598739,1859762,2330397
354,30,Veracruz de Ignacio de la Llave,022,Atzacan,,,M30.05,21935,13695.0,16998,20063,22651,30022,Atzacan,306724,332554,364122,401333,457083,528589,618044,753946,930924,1140415
355,30,Veracruz de Ignacio de la Llave,026,Banderilla,,,M30.08,23940,22110.0,16433,21546,25993,30026,Banderilla,745321,749859,757948,764298,843858,945510,1027726,1126954,1232433,1277968
356,30,Veracruz de Ignacio de la Llave,044,Córdoba,,,M30.03,210172,150454.0,177288,196541,204721,30044,Córdoba,3168199,3999984,5039164,6347751,6965401,7903461,8506289,9422790,10527449,11471205
357,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,,,M28.05,58508,45284.0,50329,55358,57909,30133,Pueblo Viejo,2122126,2172793,2224752,2284345,2431820,2669997,2811318,3011042,3252586,3481712
358,30,Veracruz de Ignacio de la Llave,090,Jamapa,,,M30.07,11082,9177.0,9969,10376,11132,30090,Jamapa,383262,419183,477474,574441,604326,653746,706953,793921,909235,1069096
359,30,Veracruz de Ignacio de la Llave,099,Maltrata,,,M30.05,18789,12576.0,14709,16898,18327,30099,Maltrata,328946,371180,420914,482324,534740,604383,713200,887346,1145043,1680958
360,30,Veracruz de Ignacio de la Llave,028,Boca del Río,,,M30.07,140677,144549.0,135804,138058,144550,30028,Boca del Río,7677980,7700422,7722858,7748313,7858430,8018324,8137887,8314322,8507821,8685055
361,30,Veracruz de Ignacio de la Llave,185,Tlilapan,,,M30.05,5303,3118.0,3955,4879,5548,30185,Tlilapan,48630,50024,52795,56533,76033,107114,128375,161815,222850,267016
362,30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,,,M30.05,22744,11110.0,14730,20245,24127,30135,Rafael Delgado,207536,219440,235110,253159,343742,464550,576140,777896,1028046,1230574
363,30,Veracruz de Ignacio de la Llave,039,Coatzacoalcos,,,M30.02,335077,233115.0,267212,305260,310698,30039,Coatzacoalcos,17639535,17826914,18091781,18375364,19593596,21423487,21869094,22473384,23131238,23485277
364,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,,,M30.06,206704,151739.0,152838,193311,189457,30131,Poza Rica de Hidalgo,5661068,6392830,7532278,9026110,9685191,10668582,11024689,11499409,12064236,12445646
365,30,Veracruz de Ignacio de la Llave,003,Acayucan,,,M30.01,89732,70059.0,78243,83817,80815,30003,Acayucan,4172531,4242392,4316351,4412823,4691835,5086363,5383131,5809523,6317296,6921316
366,30,Veracruz de Ignacio de la Llave,092,Xico,,,M30.08,38133,24162.0,28762,35188,39623,30092,Xico,462518,541840,636843,753844,806974,882727,1032882,1287115,1609796,1939454
367,30,Veracruz de Ignacio de la Llave,085,Ixtaczoquitlán,,,M30.05,70830,43771.0,56896,65385,74004,30085,Ixtaczoquitlán,1244389,1419956,1665457,1979900,2266431,2709542,3116300,3709212,4453875,5171833
368,30,Veracruz de Ignacio de la Llave,068,Fortín,,,M30.03,65842,36882.0,46053,59761,66372,30068,Fortín,824656,1013396,1301267,1626380,1864515,2208421,2554148,3029476,3597397,3961609
369,30,Veracruz de Ignacio de la Llave,193,Veracruz,,,M30.07,597351,328607.0,457377,552156,607209,30193,Veracruz,19409441,19939699,20902590,22023568,23620678,25948567,27516014,30224031,33240440,34550580
370,31,Yucatán,100,Ucú,,,M31.01,4024,2430.0,2909,3469,4049,31100,Ucú,235870,237551,239251,241467,251295,274462,290119,311717,340088,371462
371,31,Yucatán,063,Samahil,,,M31.01,5558,3889.0,4354,5008,5631,31063,Samahil,259923,265322,279174,298949,350328,453003,481993,530419,601032,716125
372,31,Yucatán,101,Umán,,,M31.01,54245,39324.0,49145,50993,69147,31101,Umán,2569233,2664516,2816650,3006295,3097991,3304448,3565601,3989727,4588594,5195688
373,31,Yucatán,002,Acanceh,,,M31.01,17279,11277.0,13166,15337,16772,31002,Acanceh,386037,427130,492093,569670,686889,918695,1002041,1114476,1262535,1489594
374,31,Yucatán,093,Tixkokob,,,M31.01,19139,13696.0,15281,17176,18420,31093,Tixkokob,772619,815974,870926,936997,962477,1025004,1109892,1230927,1382006,1540986
375,31,Yucatán,041,Kanasín,,,M31.01,107601,24503.0,39191,78709,141939,31041,Kanasín,3427648,3690806,4051194,4511329,4705652,5048928,5608437,6520366,7562792,8115238
376,31,Yucatán,095,Tixpéhual,,,M31.01,6037,4352.0,4840,5388,5690,31095,Tixpéhual,360375,363603,367072,371642,385968,413580,445172,490847,562988,696496
377,31,Yucatán,038,Hunucmá,,,M31.01,35046,21467.0,25979,30731,35137,31038,Hunucmá,1986787,1995761,2009864,2027466,2074998,2152648,2237926,2351974,2528317,2884001
378,31,Yucatán,013,Conkal,,,M31.01,10247,6430.0,7620,9143,16671,31013,Conkal,466905,466905,466905,466905,526874,679238,783070,951970,1187119,1377112
379,31,Yucatán,090,Timucuy,,,M31.01,7701,4808.0,5883,6833,7503,31090,Timucuy,125743,141487,165148,205367,217778,244477,275550,324357,381288,447678
380,31,Yucatán,050,Mérida,,,M31.01,929642,556819.0,705055,830732,995129,31050,Mérida,49154952,50385804,52143822,54292978,56064521,58763826,61555637,66536638,72733870,76794414
381,32,Zacatecas,056,Zacatecas,,,M32.01,147957,108556.0,123899,138176,149607,32056,Zacatecas,4647669,4936997,5262053,5639973,6207334,7050418,7595659,8359571,9358646,10947761
382,32,Zacatecas,032,Morelos,,,M32.01,12453,8143.0,9755,11493,13207,32032,Morelos,548901,596998,656382,716367,754089,824763,956310,1129064,1388744,2074829
383,32,Zacatecas,050,Vetagrande,,,M32.01,10320,6559.0,7228,9353,10276,32050,Vetagrande,254755,258395,265422,272774,314391,381644,502185,655594,908451,1400954
384,32,Zacatecas,017,Guadalupe,,,M32.01,188517,82770.0,109066,159991,211740,32017,Guadalupe,3850549,4041203,4271548,4549527,5538927,7251403,8318692,9856878,11800078,14981756
385,1,Aguascalientes,003,Calvillo,10030001.0,Calvillo,P01.01,21774,48440.0,51291,54136,58250,1003,Calvillo,2556024,2725559,2920497,3168827,3602370,4316303,4564605,4965170,5505950,6211424
386,1,Aguascalientes,006,Pabellón de Arteaga,10060001.0,Pabellón de Arteaga,P01.02,30720,26051.0,34296,41862,47646,1006,Pabellón de Arteaga,964443,1132119,1368925,1681364,1862722,2142708,2507501,3127922,3944418,4893950
387,1,Aguascalientes,007,Rincón de Romos,10070001.0,Rincón de Romos,C01.01,30969,33781.0,41655,49156,57369,1007,Rincón de Romos,1718382,1851528,2043021,2266205,2481081,2787166,3158625,3789614,4706849,5740052
388,3,Baja California Sur,001,Comondú,30010001.0,Ciudad Constitución,P03.01,47399,74346.0,63864,70816,73021,3001,Comondú,5914621,5937760,5964260,5994643,6259990,6618219,7296292,8203313,9253763,10484096
389,3,Baja California Sur,002,Mulegé,30020001.0,Santa Rosalía,P03.02,30902,38528.0,45989,59114,64022,3002,Mulegé,2611790,2644732,2686196,2734432,3077387,3603233,4577378,6027284,7664688,9221442
390,3,Baja California Sur,008,Los Cabos,30080001.0,San José del Cabo,P03.04,307605,43920.0,105469,238487,351111,3008,Los Cabos,19042365,19124390,19219191,19335777,19862926,20554217,21197791,22018665,22926837,23630540
391,4,Campeche,001,Calkiní,40010001.0,Calkiní,P04.01,16450,38883.0,46899,52890,59232,4001,Calkiní,3040808,3067704,3097703,3129960,3278755,3574842,3831168,4233610,4700869,5041048
392,4,Campeche,003,Carmen,40030001.0,Ciudad del Carmen,P04.02,194484,136034.0,172076,221094,248845,4003,Carmen,12102156,12253723,12470834,12735788,13124378,13724065,14601452,15901895,17486716,18963302
393,4,Campeche,004,Champotón,40040001.0,Champotón,P04.03,37471,71836.0,70554,83021,78170,4004,Champotón,4465554,4637269,4890889,5214897,5577682,6127394,6524037,7107817,7847850,8784207
394,4,Campeche,009,Escárcega,40090001.0,Escárcega,P04.04,33717,44496.0,50563,54184,59923,4009,Escárcega,3924800,4139237,4435936,4809750,4966927,5232731,5560514,6057270,6718074,7523411
395,5,Coahuila de Zaragoza,002,Acuña,50020001.0,Ciudad Acuña,P05.01,147888,56336.0,110487,136755,163058,5002,Acuña,4468965,4633200,4821346,5022644,6007451,7659613,8330485,9313908,10512010,11446949
396,5,Coahuila de Zaragoza,003,Allende,50030001.0,Allende,P05.02,23380,18486.0,20943,22675,23056,5003,Allende,994935,1037501,1088708,1149474,1196169,1259626,1505879,1820526,2201807,2722118
397,5,Coahuila de Zaragoza,020,Múzquiz,50200001.0,Ciudad Melchor Múzquiz,P05.03,56880,65863.0,62773,66834,71627,5020,Múzquiz,535501,575454,634394,711338,844836,1061162,1717559,2728619,4212030,6997789
398,5,Coahuila de Zaragoza,024,Parras,50240001.0,Parras de la Fuente,P05.05,35928,39534.0,43339,45401,44472,5024,Parras,1888369,1934152,1990406,2051575,2115587,2224682,2577490,3084929,3740345,4780617
399,5,Coahuila de Zaragoza,028,Sabinas,50280001.0,Sabinas,P05.06,66230,47030.0,52379,60847,64811,5028,Sabinas,1910737,1930528,1956205,1981995,2235075,2619776,3291303,4306362,5642180,7681837
400,5,Coahuila de Zaragoza,032,San Juan de Sabinas,50320014.0,Nueva Rosita,C05.01,40740,40231.0,40138,41649,42260,5032,San Juan de Sabinas,1533500,1554062,1577865,1607475,1671084,1750993,1994744,2366285,2852373,3596838
401,5,Coahuila de Zaragoza,033,San Pedro,50330001.0,San Pedro,P05.07,55352,99165.0,88343,102650,101041,5033,San Pedro,3471861,3572316,3681652,3796118,4037325,4419161,5191998,6281933,7496004,8549426
402,6,Colima,007,Manzanillo,60070001.0,Manzanillo,C06.01,165809,92863.0,125143,161420,191031,6007,Manzanillo,6898970,7049597,7245728,7477908,8710357,10475066,11657691,13141578,14655494,15311272
403,7,Chiapas,002,Acala,70020001.0,Acala,P07.01,15111,21051.0,24754,28947,21187,7002,Acala,1121755,1121755,1121796,1121817,1173784,1260721,1308914,1387033,1489543,1668561
404,7,Chiapas,009,Arriaga,70090001.0,Arriaga,P07.02,26556,36224.0,37989,40042,41135,7009,Arriaga,3170579,3172897,3175671,3182107,3336756,3559310,3687944,3891092,4128853,4318427
405,7,Chiapas,015,Cacahoatán,70150001.0,Cacahoatán,C07.01,19597,35070.0,39033,43811,50112,7015,Cacahoatán,1222266,1382372,1594975,1843944,2022043,2270323,2430309,2671498,2967145,3294152
406,7,Chiapas,017,Cintalapa,70170001.0,Cintalapa de Figueroa,P07.03,46485,59152.0,64013,78114,88106,7017,Cintalapa,4832133,4850836,4878710,4909857,5120859,5421842,5692134,6130474,6750128,7870257
407,7,Chiapas,019,Comitán de Domínguez,70190001.0,Comitán de Domínguez,P07.04,114136,78896.0,105210,141013,166178,7019,Comitán de Domínguez,9218880,9327576,9464070,9613518,10669992,12236057,13214736,14618080,16336283,18103481
408,7,Chiapas,034,Frontera Comalapa,70340001.0,Frontera Comalapa,C07.02,20007,44222.0,52168,67012,80897,7034,Frontera Comalapa,2772988,2865969,2972766,3112550,3718698,4627970,5245224,6154064,7355548,9226099
409,7,Chiapas,037,Huehuetán,70370001.0,Huehuetán,C07.03,15680,28335.0,31464,33444,36333,7037,Huehuetán,877272,1037514,1293441,1593636,1782123,2099073,2273383,2565814,2916713,3266162
410,7,Chiapas,040,Huixtla,70400001.0,Huixtla,C07.04,34074,44496.0,48476,51359,53242,7040,Huixtla,728554,1003767,1425542,1975355,2334154,2902748,3078271,3366559,3701685,3998748
411,7,Chiapas,051,Mapastepec,70510001.0,Mapastepec,P07.05,20506,34882.0,39055,43913,46130,7051,Mapastepec,1046898,1233772,1486068,1778647,2209746,2936175,3342830,4007770,4916542,6300323
412,7,Chiapas,052,Las Margaritas,70520001.0,Las Margaritas,P07.06,26147,86586.0,87034,111484,141027,7052,Las Margaritas,4115168,4264548,4498237,4787527,5773540,7226781,8103927,9334091,10985202,13612357
413,7,Chiapas,057,Motozintla,70570001.0,Motozintla de Mendoza,P07.07,32805,48106.0,59875,69119,76398,7057,Motozintla,1863079,1923758,2031409,2166328,2395036,2770667,3250826,4092707,5154898,6251774
414,7,Chiapas,059,Ocosingo,70590001.0,Ocosingo,P07.08,49177,121012.0,146696,198877,234661,7059,Ocosingo,4560562,4864235,5303876,5868853,6910040,8607987,10083983,12330710,15279338,19373408
415,7,Chiapas,061,Ocozocoautla de Espinosa,70610001.0,Ocozocoautla de Espinosa,P07.09,45779,47954.0,65673,82059,97397,7061,Ocozocoautla de Espinosa,2865669,2929608,3021420,3125681,3537814,4185792,4707208,5540325,6976606,10481999
416,7,Chiapas,065,Palenque,70650001.0,Palenque,P07.10,50039,63209.0,85464,110918,132265,7065,Palenque,1633688,1799246,2050680,2359203,3050685,4149210,5080218,6437796,8539486,12987066
417,7,Chiapas,068,Pichucalco,70680001.0,Pichucalco,C07.05,15075,27312.0,29357,29813,31919,7068,Pichucalco,377406,424735,492372,579795,663319,812300,911423,1078376,1459143,2903326
418,7,Chiapas,069,Pijijiapan,70690001.0,Pijijiapan,P07.11,18548,43248.0,46949,50079,51193,7069,Pijijiapan,2654659,2785861,2950844,3152980,3472141,3990915,4317914,4877144,5579500,6452828
419,7,Chiapas,074,Reforma,70740001.0,Reforma,P07.12,29345,30875.0,34809,40711,44829,7074,Reforma,1877873,2011033,2185351,2376382,2498797,2671311,2956687,3428437,4065436,5026563
420,7,Chiapas,075,Las Rosas,70750001.0,Las Rosas,P07.13,18724,16617.0,21100,25530,28829,7075,Las Rosas,597147,703572,870883,1058815,1244749,1521917,1660318,1855227,2123183,2532691
421,7,Chiapas,078,San Cristóbal de las Casas,70780001.0,San Cristóbal de las Casas,C07.06,182389,89335.0,132421,185917,215874,7078,San Cristóbal de las Casas,9663565,9979402,10352416,10785850,11125902,11636054,12006442,12522385,13095417,13580950
422,7,Chiapas,094,Teopisca,70940001.0,Teopisca,C07.07,19077,18186.0,26996,37607,49499,7094,Teopisca,1459227,1533427,1669122,1825895,2238614,2885495,3167068,3561952,4040799,4535188
423,7,Chiapas,097,Tonalá,70970001.0,Tonalá,P07.14,40134,67491.0,78438,84594,91913,7097,Tonalá,5237986,5307861,5395552,5498762,5912105,6505211,6854753,7359237,7924997,8415484
424,7,Chiapas,102,Tuxtla Chico,71020072.0,15 de Abril,C07.01,0,32348.0,33467,37737,41024,7102,Tuxtla Chico,2002349,2117105,2278621,2464991,2608049,2828961,3119648,3558857,4043225,4343703
425,7,Chiapas,103,Tuzantán,71030041.0,Veintinueve de Diciembre,C07.04,0,23007.0,23180,28137,30302,7103,Tuzantán,432453,504996,619689,767439,913033,1155365,1361170,1685146,2060628,2367522
426,7,Chiapas,106,Venustiano Carranza,71060001.0,Venustiano Carranza,P07.15,15107,43334.0,52833,61341,67292,7106,Venustiano Carranza,2766256,2820139,2888680,2971374,3287662,3766837,4194108,4813845,5590784,6553152
427,7,Chiapas,108,Villaflores,71080001.0,Villaflores,P07.16,37513,73207.0,85957,98618,109536,7108,Villaflores,5845405,5878820,5928713,5992452,6582208,7504917,8194289,9260180,10548538,12091221
428,7,Chiapas,109,Yajalón,71090001.0,Yajalón,C07.08,16111,22076.0,26044,34028,40285,7109,Yajalón,770751,816380,877906,953140,1078099,1302645,1425823,1629051,1888466,2131507
